idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
4044,225,5,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,That's not true.,Hang on a minute.,He has not.,He was not.
4045,225,6,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,Nope.,Wait no.,He was not.,He has not.
4046,225,6,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,Nope.,Wait no.,He has not.,He was not.
4047,225,7,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,Nope.,"Hey, wait a minute.",He was not.,He has not.
4048,225,7,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,Nope.,"Hey, wait a minute.",He has not.,He was not.
4049,225,8,False,coord,Jeremiah,Ian,The teacher was excited about the good news and has been collecting fridge magnets for five years.,Nope.,Hang on a minute.,He was not.,He has not.
4050,225,8,True,coord,Jeremiah,Ian,The teacher has been collecting fridge magnets for five years and was excited about the good news.,Nope.,Hang on a minute.,He has not.,He was not.
4051,226,0,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,No.,Wait no.,She was not.,She has not.
4052,226,0,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,No.,Wait no.,She has not.,She was not.
4053,226,1,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,No.,"Hey, wait a minute.",She was not.,She has not.
4054,226,1,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,No.,"Hey, wait a minute.",She has not.,She was not.
4055,226,2,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,No.,Hang on a minute.,She was not.,She has not.
4056,226,2,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,No.,Hang on a minute.,She has not.,She was not.
4057,226,3,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,That's not true.,Wait no.,She was not.,She has not.
4058,226,3,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,That's not true.,Wait no.,She has not.,She was not.
4059,226,4,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,That's not true.,"Hey, wait a minute.",She was not.,She has not.
4060,226,4,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,That's not true.,"Hey, wait a minute.",She has not.,She was not.
4061,226,5,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,That's not true.,Hang on a minute.,She was not.,She has not.
4062,226,5,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,That's not true.,Hang on a minute.,She has not.,She was not.
4063,226,6,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,Nope.,Wait no.,She was not.,She has not.
4064,226,6,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,Nope.,Wait no.,She has not.,She was not.
4065,226,7,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,Nope.,"Hey, wait a minute.",She was not.,She has not.
4066,226,7,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,Nope.,"Hey, wait a minute.",She has not.,She was not.
4067,226,8,False,coord,Diamond,Marcus,The swimmer was singing a song and has been working out for two hours.,Nope.,Hang on a minute.,She was not.,She has not.
4068,226,8,True,coord,Diamond,Marcus,The swimmer has been working out for two hours and was singing a song.,Nope.,Hang on a minute.,She has not.,She was not.
4069,227,0,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,No.,Wait no.,He was not.,He has not.
4070,227,0,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,No.,Wait no.,He has not.,He was not.
4071,227,1,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,No.,"Hey, wait a minute.",He was not.,He has not.
4072,227,1,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,No.,"Hey, wait a minute.",He has not.,He was not.
4073,227,2,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,No.,Hang on a minute.,He was not.,He has not.
4074,227,2,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,No.,Hang on a minute.,He has not.,He was not.
4075,227,3,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,That's not true.,Wait no.,He was not.,He has not.
4076,227,3,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,That's not true.,Wait no.,He has not.,He was not.
4077,227,4,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,That's not true.,"Hey, wait a minute.",He was not.,He has not.
4078,227,4,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,That's not true.,"Hey, wait a minute.",He has not.,He was not.
4079,227,5,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,That's not true.,Hang on a minute.,He was not.,He has not.
4080,227,5,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,That's not true.,Hang on a minute.,He has not.,He was not.
4081,227,6,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,Nope.,Wait no.,He was not.,He has not.
4082,227,6,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,Nope.,Wait no.,He has not.,He was not.
4083,227,7,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,Nope.,"Hey, wait a minute.",He was not.,He has not.
4084,227,7,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,Nope.,"Hey, wait a minute.",He has not.,He was not.
4085,227,8,False,coord,Zoe,Brooklyn,The housekeeper was born in Ecuador and has been participating in marathons since last year.,Nope.,Hang on a minute.,He was not.,He has not.
4086,227,8,True,coord,Zoe,Brooklyn,The housekeeper has been participating in marathons since last year and was born in Ecuador.,Nope.,Hang on a minute.,He has not.,He was not.
4087,228,0,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,No.,Wait no.,He was not.,He has not.
4088,228,0,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,No.,Wait no.,He has not.,He was not.
4089,228,1,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,No.,"Hey, wait a minute.",He was not.,He has not.
4090,228,1,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,No.,"Hey, wait a minute.",He has not.,He was not.
4091,228,2,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,No.,Hang on a minute.,He was not.,He has not.
4092,228,2,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,No.,Hang on a minute.,He has not.,He was not.
4093,228,3,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,That's not true.,Wait no.,He was not.,He has not.
4094,228,3,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,That's not true.,Wait no.,He has not.,He was not.
4095,228,4,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,That's not true.,"Hey, wait a minute.",He was not.,He has not.
4096,228,4,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,That's not true.,"Hey, wait a minute.",He has not.,He was not.
4097,228,5,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,That's not true.,Hang on a minute.,He was not.,He has not.
4098,228,5,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,That's not true.,Hang on a minute.,He has not.,He was not.
4099,228,6,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,Nope.,Wait no.,He was not.,He has not.
4100,228,6,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,Nope.,Wait no.,He has not.,He was not.
4101,228,7,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,Nope.,"Hey, wait a minute.",He was not.,He has not.
4102,228,7,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,Nope.,"Hey, wait a minute.",He has not.,He was not.
4103,228,8,False,coord,Alexander,Catherine,The counselor was famous in Italy and has been around for a while.,Nope.,Hang on a minute.,He was not.,He has not.
4104,228,8,True,coord,Alexander,Catherine,The counselor has been around for a while and was famous in Italy.,Nope.,Hang on a minute.,He has not.,He was not.
4105,229,0,False,coord,Ava,Alexandria,The analyst was upset about the cleanliness of City Hall and has been a fan of Rihanna since her debut.,No.,Wait no.,He was not.,He has not.
4106,229,0,True,coord,Ava,Alexandria,The analyst has been a fan of Rihanna since her debut and was upset about the cleanliness of City Hall.,No.,Wait no.,He has not.,He was not.
4107,229,1,False,coord,Ava,Alexandria,The analyst was upset about the cleanliness of City Hall and has been a fan of Rihanna since her debut.,No.,"Hey, wait a minute.",He was not.,He has not.
4108,229,1,True,coord,Ava,Alexandria,The analyst has been a fan of Rihanna since her debut and was upset about the cleanliness of City Hall.,No.,"Hey, wait a minute.",He has not.,He was not.
4109,229,2,False,coord,Ava,Alexandria,The analyst was upset about the cleanliness of City Hall and has been a fan of Rihanna since her debut.,No.,Hang on a minute.,He was not.,He has not.
4110,229,2,True,coord,Ava,Alexandria,The analyst has been a fan of Rihanna since her debut and was upset about the cleanliness of City Hall.,No.,Hang on a minute.,He has not.,He was not.
4111,229,3,False,coord,Ava,Alexandria,The analyst was upset about the cleanliness of City Hall and has been a fan of Rihanna since her debut.,That's not true.,Wait no.,He was not.,He has not.
4112,229,3,True,coord,Ava,Alexandria,The analyst has been a fan of Rihanna since her debut and was upset about the cleanliness of City Hall.,That's not true.,Wait no.,He has not.,He was not.
