idx,item,sentence,prefix,stimulus,type
453,226,"Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""Wait no, he has not.""","Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""Wait no,","he has not.""",neg_arc_good
453,226,"Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""No, he has not.""","Zoe said, ""The housekeeper, who has been participating in marathons since last year, was born in Ecuador."" Brooklyn replied, ""No,","he has not.""",neg_arc_bad
454,227,"Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""No, he has not.""","Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""No,","he has not.""",neg_main_good
454,227,"Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""Wait no, he has not.""","Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""Wait no,","he has not.""",neg_main_bad
454,227,"Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""Wait no, he was not.""","Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""Wait no,","he was not.""",neg_arc_good
454,227,"Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""No, he was not.""","Alexander said, ""The counselor, who was famous in Italy, has been around for a while."" Catherine replied, ""No,","he was not.""",neg_arc_bad
455,227,"Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""No, he was not.""","Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""No,","he was not.""",neg_main_good
455,227,"Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""Wait no, he was not.""","Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""Wait no,","he was not.""",neg_main_bad
455,227,"Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""Wait no, he has not.""","Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""Wait no,","he has not.""",neg_arc_good
455,227,"Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""No, he has not.""","Alexander said, ""The counselor, who has been around for a while, was famous in Italy."" Catherine replied, ""No,","he has not.""",neg_arc_bad
456,228,"Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""No, he has not.""","Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""No,","he has not.""",neg_main_good
456,228,"Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""Wait no, he has not.""","Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""Wait no,","he has not.""",neg_main_bad
456,228,"Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""Wait no, he was not.""","Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""Wait no,","he was not.""",neg_arc_good
456,228,"Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""No, he was not.""","Ava said, ""The analyst, who was upset about the cleanliness of City Hall, has been a fan of Rihanna since her debut."" Alexandria replied, ""No,","he was not.""",neg_arc_bad
457,228,"Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""No, he was not.""","Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""No,","he was not.""",neg_main_good
457,228,"Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""Wait no, he was not.""","Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""Wait no,","he was not.""",neg_main_bad
457,228,"Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""Wait no, he has not.""","Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""Wait no,","he has not.""",neg_arc_good
457,228,"Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""No, he has not.""","Ava said, ""The analyst, who has been a fan of Rihanna since her debut, was upset about the cleanliness of City Hall."" Alexandria replied, ""No,","he has not.""",neg_arc_bad
458,229,"Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""No, she has not.""","Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""No,","she has not.""",neg_main_good
458,229,"Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""Wait no, she has not.""","Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""Wait no,","she has not.""",neg_main_bad
458,229,"Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""Wait no, she was not.""","Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""Wait no,","she was not.""",neg_arc_good
458,229,"Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""No, she was not.""","Grace said, ""The linguist, who was disappointed with the weather, has been staying in Hawaii for two months."" Nicolas replied, ""No,","she was not.""",neg_arc_bad
459,229,"Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""No, she was not.""","Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""No,","she was not.""",neg_main_good
459,229,"Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""Wait no, she was not.""","Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""Wait no,","she was not.""",neg_main_bad
459,229,"Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""Wait no, she has not.""","Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""Wait no,","she has not.""",neg_arc_good
459,229,"Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""No, she has not.""","Grace said, ""The linguist, who has been staying in Hawaii for two months, was disappointed with the weather."" Nicolas replied, ""No,","she has not.""",neg_arc_bad
460,230,"Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""No, she is not.""","Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""No,","she is not.""",neg_main_good
460,230,"Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""Wait no, she is not.""","Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""Wait no,","she is not.""",neg_main_bad
460,230,"Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""Wait no, she was not.""","Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""Wait no,","she was not.""",neg_arc_good
460,230,"Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""No, she was not.""","Carter said, ""The swimmer, who was nervous about the upcoming debate, is learning Spanish."" Garrett replied, ""No,","she was not.""",neg_arc_bad
461,230,"Carter said, ""The swimmer, who is learning Spanish, was nervous about the upcoming debate."" Garrett replied, ""No, she was not.""","Carter said, ""The swimmer, who is learning Spanish, was nervous about the upcoming debate."" Garrett replied, ""No,","she was not.""",neg_main_good
461,230,"Carter said, ""The swimmer, who is learning Spanish, was nervous about the upcoming debate."" Garrett replied, ""Wait no, she was not.""","Carter said, ""The swimmer, who is learning Spanish, was nervous about the upcoming debate."" Garrett replied, ""Wait no,","she was not.""",neg_main_bad
